#fields:  name;RG;dataNascimento
French Valencia;503643860;1948-06-27
Josephine Ratliff;387532063;1930-04-23
Stanley Velazquez;465447603;1973-05-25
Steele Hines;465627185;1990-09-20
Buckner Oneal;564422072;1946-07-13
Christine Bullock;106462229;1996-02-16
Morgan May;814415745;1944-04-21
Head Chandler;16917262;2014-05-19
Figueroa Hoover;820685514;1940-12-19
Slater Mercer;608451401;1976-01-02
Lawrence Rocha;487864127;1991-08-08
Vasquez Armstrong;187107715;1934-07-20
Campbell Vang;815743882;1930-11-06
Taylor Frye;479138730;1917-12-16
Fulton Woodward;943878534;2006-10-03
Gilbert Stark;862773786;1926-07-13
Hawkins Zimmerman;632627135;1944-04-21
Ingrid Salinas;982863841;1928-03-08
Kane Barron;81968860;1995-08-03
Joyner Carrillo;465748525;2000-10-25
Viola Hebert;211337731;1921-04-21
Lenore Floyd;161973105;1931-12-27
Leona Bell;247300379;1941-12-17
Liza Rivas;6755747;1942-10-03
Houston Pickett;995130740;1933-11-28
Sandra Willis;897963215;1939-06-20
Winters Ramirez;470430369;1965-09-23
Garrett Pruitt;437733290;1967-09-25
Katheryn Richards;379772262;1968-08-22
Daugherty Wheeler;363898089;1933-10-22
Erna Case;244487658;1982-01-13
Chan Gilliam;757569119;1915-02-15
Massey Gallagher;925706069;1946-12-12
Laura Campbell;719875258;1985-05-24
Bauer Robinson;905747511;1923-10-20
Deann Thornton;153673299;1945-09-01
Alvarado Conrad;550157568;2006-10-04
Owens Harper;386227976;1993-11-04
Teresa Duffy;635586701;1972-10-26
Huff Stephens;759776895;2011-03-22
Corine Owen;816020984;1931-03-13
Agnes Ewing;587227518;1938-12-29
Maxine Little;265855864;1916-04-23
Beatriz Bird;377387545;1994-08-13
Delaney Dean;137712036;1950-09-04
Shelly Reilly;267096670;2010-09-13
Guerrero Potts;487176413;1932-07-31
Marion Woods;718037385;1955-06-04
Barber Ford;67223701;2001-11-10
Andrea Clay;791962350;1941-02-18
Bentley Riley;656158777;1965-01-17
Francis Hinton;457434087;1983-07-14
Weiss Hicks;953395182;1936-06-30
Leta Adkins;185958506;2003-05-28
Kathy Madden;236046360;1998-09-12
Kari Bradford;526670116;1934-03-06
Nixon Turner;62697918;1998-06-30
Deleon Mays;901444994;2012-08-03
Stevens Hyde;958817038;1971-11-10
Matthews Juarez;732357682;1985-06-25
Watts Chan;788652585;1962-07-02
Guy Mack;403229302;1950-07-12
Cardenas Macdonald;71918739;2015-02-14
Reba Shaffer;883538625;1978-07-22
Lester Wolf;856321569;1993-05-01
Evelyn Russo;22769296;2005-05-20
Haynes Durham;500780476;1994-11-21
Cora Rich;190068165;2008-11-17
Hester Myers;358169217;1937-03-24
Thompson Alvarado;762994770;1931-12-26
Maxwell Erickson;504222994;1949-11-24
Morales Duncan;733890878;1927-11-07
Maryann Lawrence;192150972;1985-01-02
Vickie Cline;860013329;2003-10-22
English Solis;281695030;1921-04-30
Hester Francis;339614877;1915-09-09
Guzman Rivera;860376793;1950-08-16
Jimmie Ellison;35963982;1937-03-05
Mindy Reyes;174481472;1927-05-09
Henson Salas;128246283;1977-01-02
Luann Bridges;723100810;1973-05-17
Lewis Gaines;477047198;1994-05-27
Gabriela Glass;446069283;1915-11-13
Kay Hartman;519071626;1997-07-29
Hopper Meadows;646711755;2002-02-05
Colette Dalton;626694677;1943-05-15
Koch Olsen;217314900;2001-01-25
Janna Mcclain;339069739;2013-05-19
Case Schneider;564641435;1915-01-12
Stefanie Browning;898345633;1978-06-28
Simpson Singleton;929133488;2011-09-28
Shari Chase;95097086;1972-08-08
Rebekah Mccarthy;739869707;1963-07-07
Santos Mullins;433368454;1982-05-11
Nancy Stewart;737326136;1920-06-11
Strong Rhodes;326622293;1922-07-23
Cox Donaldson;534584351;1995-11-03
Tamra Price;973307300;2004-09-27
Janet Norton;462875179;1970-05-31
Marina Ortiz;273385693;1961-09-13
Davenport Cohen;208552358;1972-11-20
Mcfadden Jensen;870042629;1938-09-15
Blair Bonner;203970914;1978-11-13
Hyde Moss;887028388;1929-05-30
Davidson Schmidt;716477305;1960-09-18
Jillian Aguirre;138033566;1928-05-09
Golden Curtis;371984688;1953-09-24
Little Odonnell;487873629;1941-11-11
Manuela Harris;633253176;1961-01-27
Bianca Tillman;347156264;1961-12-10
Ryan Vance;821173996;2006-10-13
Irwin Gentry;82249232;1964-08-16
Kellie Salazar;209379614;2012-08-10
Burks Frazier;984768845;1943-10-27
Hoover Bright;850694175;1945-02-21
Salinas Lambert;576814871;1969-08-10
Casandra Tate;170877965;1975-05-31
Bernadine Garrett;721117927;1970-05-22
Bertie Maynard;192099606;1977-03-08
April House;779302756;2008-07-27
Joyce Langley;185039173;1945-04-16
Arline Sanford;797254880;1925-11-27
Gamble Lamb;647543954;1931-12-20
Sykes Kline;215692054;1949-11-09
Kristy Emerson;950046038;1952-01-04
Coleman Frank;506052236;1989-09-02
Fields Dyer;818734403;1944-12-02
Nellie Clayton;406519280;1947-02-23
Travis Jefferson;629342151;1983-10-07
Juana Jennings;437301445;1992-09-22
Melendez George;341559374;1949-09-15
Wolf Hubbard;318977193;1978-02-15
Joyce Pennington;810568612;1942-06-08
Carolina Pearson;859432642;1955-06-03
Snyder Fry;267191811;2002-11-29
Knox Burns;244273257;1929-07-30
Pitts Beasley;383356480;1946-04-10
Lang Castillo;253125575;1971-03-15
Wong Irwin;648572286;1924-09-25
Greta Nolan;379206838;1980-07-03
Boyd Pope;614450113;2003-06-09
Della Carr;633177794;1963-11-02
Francine Dawson;34496362;1951-01-28
Whitley Beard;860080603;2015-11-16
Esther Workman;355140037;1948-08-13
Frieda Wilkinson;901061950;1925-07-25
Sybil Curry;438470253;1985-09-26
Tisha Howell;952686621;1932-07-11
Adele Morrow;640408753;1996-01-21
Marianne Hull;5838920;1954-01-08
Holden Marquez;445056334;1917-12-22
Renee Cantrell;517801818;1952-01-30
Lori Farmer;29334943;1922-11-22
Buchanan Tanner;238296508;1986-03-03
Millicent Travis;393407388;2015-11-13
Celina Spears;762990220;1938-03-25
Shaffer Baker;799162200;1970-11-16
Rush Pace;480555435;1957-08-12
Fern Meyers;124283559;1960-04-15
Patterson Buchanan;648340347;1936-09-20
Walls Knapp;637618917;2006-12-05
Solomon Coffey;680325850;1968-07-28
Frankie Melendez;497660309;1976-08-04
Tracey Fowler;130067217;1982-05-16
Poole Stokes;667974647;1917-08-28
Heather Hogan;276706047;1950-04-07
Gertrude Daniel;857468998;1930-10-01
Reyes Gardner;732276265;1925-11-07
Kaufman Giles;619734576;1937-03-21
Joanne Mcfadden;691294591;2007-01-29
Beach Stuart;787062835;1927-02-15
Cornelia Herrera;695825063;2004-01-10
Robbins Sheppard;589811487;2011-09-28
Darla Parks;383433053;1984-11-09
Shauna Gillespie;902672387;1917-11-17
Queen Buckner;173725023;2010-10-07
Sears Aguilar;236068139;1957-03-29
Patty Pugh;291613235;2009-07-17
Torres Reese;44802936;2004-09-24
Rollins Love;661499654;1952-08-07
Patel Pena;335297206;1983-07-16
Wilder Schwartz;814666753;1995-05-21
Larsen Harrell;52234977;1966-02-23
Conway Oneil;9561324;1972-09-04
Gonzalez Mccarty;461798416;2007-01-18
Nash Hayes;747108546;1917-01-05
Gallagher Vargas;372415628;1947-12-07
Ethel Peck;992379702;1917-09-06
Shannon Roy;70723156;2009-03-12
Maura Berger;834727591;2002-01-08
Juliana England;11373552;1936-11-03
Garza Alexander;546197598;1991-07-16
Erika Shelton;531087246;1959-03-09
Wilson Church;840609274;1941-12-09
Walton Knight;829655477;1997-05-10
Laurie Ware;318099476;1943-01-16
Austin Newton;630000900;1976-10-31
Gutierrez Holman;183633271;1954-05-29
Ingram Beach;901964469;1990-02-19
Jewel Ryan;260557166;1955-03-02
Annmarie Barry;748432296;1944-12-13
Cash Cotton;371919038;1984-01-08
Tyson Fletcher;564581979;1971-10-05
Florine Klein;480164852;1970-08-25
Galloway Benjamin;338307426;1982-01-13
Bishop Vega;579888268;1994-05-04
Vivian Barrera;945876664;1966-10-07
Hayden Horton;552331945;2003-12-28
Dale Nieves;444353662;1941-08-15
Muriel Grimes;794579210;1979-06-01
Jeanine Gordon;124241837;1923-06-09
Myrna Hodges;954627595;1980-08-24
Minerva Whitney;876018239;1970-03-09
Alyson Morse;32582862;1919-03-19
Hernandez Bryan;635661439;1921-09-08
Joanna Mcclure;197064481;2010-09-11
Buckley Guy;191035071;1942-11-11
Dudley Mccray;143473584;1926-09-30
Russo Foster;879581387;1929-11-20
Chelsea Johns;603672540;2013-09-30
Cooke Petersen;941774515;2012-06-02
Donovan Parrish;727679433;1994-05-09
Ellen Whitaker;957458449;1936-03-16
Christian Greer;577244055;1971-12-25
Mendoza Henderson;653590847;1933-07-02
Stephenson Baldwin;644577913;1978-09-12
Antoinette Delacruz;749273058;1945-04-15
Suzanne Allison;474732702;1990-02-10
Jodi Dickson;696980204;1993-05-28
Bean Barber;533812856;1921-02-18
Kaye Merrill;471825883;1992-11-18
Nora Lawson;44256960;1973-07-23
Suzette Baxter;696479883;1927-10-23
Landry Watts;676205766;2000-10-09
Knowles Kelley;647389047;1951-11-09
Amie Rios;616197053;1973-01-18
Holloway Wilkins;247875469;1944-08-11
Horn Peterson;385582831;1982-03-12
Kimberley Boyle;305653897;2014-01-25
Lesley Hancock;986880419;1933-09-16
Charmaine Neal;612637429;1950-07-28
Hollie Horne;966153958;1947-11-28
Mccoy Camacho;351306396;1967-09-21
Billie Munoz;119025793;1931-01-12
Colon Mendez;656182308;1953-02-17
Bender Kennedy;88165174;2006-04-04
Mercedes Sanchez;373769291;1987-09-15
Alejandra Ochoa;463660530;1963-06-27
Amy Hill;602346122;1966-12-12
Keri Weaver;191999083;2004-12-03
Silvia Carpenter;713276422;1999-06-28
Loraine Kirk;848838001;2000-08-26
Fleming Keller;228768623;1917-11-12
Roxie Sellers;309919485;1920-09-23
Norma Holt;380690897;1926-12-08
Middleton Wright;467363397;1979-05-28
Chrystal Hurst;869117027;1994-10-26
Lorena Mullen;374648188;1968-04-07
Susana Simon;406342602;1951-10-15
Floyd Beck;591886610;1949-09-05
Stephens Valdez;74026588;1956-04-07
Tyler Cabrera;796320573;2015-04-07
Wallace Odom;414243301;1941-06-26
Lindsay Livingston;183939896;1963-08-21
May Franklin;955102113;1949-12-21
Ilene Mills;730295344;2004-07-08
Holt Gay;630140201;1936-05-15
Olga Lara;564785267;2007-04-09
Maldonado Olson;182311859;1961-07-12
Sims Gilbert;79390996;1976-03-19
Barr Butler;190188201;2015-06-22
Vanessa Downs;817493614;1963-03-13
Carole Raymond;186008871;2014-09-20
Marshall Savage;870586911;1984-12-06
Atkinson Dillard;470561427;1929-11-13
Mildred Hall;518902264;1988-07-06
Lindsey Leonard;517839191;1974-02-09
Castaneda Wyatt;207862078;1928-06-17
Jodie Mayo;254481763;1921-07-23
Atkins Leon;834391844;1957-06-07
Shelley Dunn;345938622;1915-11-06
Lula Casey;511047538;1987-02-13
John Adams;836119539;1982-03-08
Beck Chaney;892586097;1943-07-20
Bray Mclean;871880818;1918-01-15
Collins Ross;285140540;1962-07-12
Melody Hampton;704416434;1929-03-04
Deloris Spence;704909487;1951-01-11
Brandie Sweeney;959019177;1978-04-02
Ora Lindsay;87469480;1922-07-12
Katrina Lane;164695570;1975-04-14
Alfreda Fischer;732837746;1916-08-08
Foster Franks;472763914;2011-07-28
Rodgers Warren;829208388;1915-05-15
Misty Ferguson;235556036;1952-04-17
Emily Scott;492245767;1966-02-19
Jami Mcleod;790753215;1960-08-30
Trina Wallace;933417320;1918-12-08
Lawson Lott;323201457;1982-06-09
Eaton Medina;345894240;1969-06-11
Shelton Short;596812658;1946-12-11
Veronica Taylor;243033241;1983-06-11
Short Malone;570022569;1971-06-30
Heidi Mckay;872403567;1936-06-27
Elnora Holloway;443253385;2007-12-25
Goff Whitehead;923650613;1973-07-08
Jessie Hurley;397142705;1974-07-22
Cecelia Blair;896238580;1927-10-28
Mcneil Lowe;682031527;1920-10-16
Lorene Perkins;912316403;1936-12-24
Sellers Brennan;584143492;1932-08-01
Mckay Sweet;429071131;1936-07-08
Flossie David;168985259;1979-10-14
Sherri Young;726716871;1948-10-07
Judith Jones;290514714;1974-05-03
Leanna Santana;419200919;1954-10-09
Helena Caldwell;682975721;1939-03-30
Holman Copeland;722456183;1994-09-30
Diann Golden;681717722;1982-02-09
Rosie Finley;306696153;1988-11-28
Tammie Daugherty;269689117;1920-02-07
Ramsey Boyd;81416980;1996-04-15
Myra Nichols;327915948;1961-09-10
Dalton Gutierrez;953165413;1941-02-17
Kirkland Evans;668304683;1922-05-16
Waters Maldonado;4053558;1963-10-31
Jeannie Boyer;231809480;2001-06-29
Kirk Conner;570991965;1934-04-06
Inez Castaneda;703601858;2003-09-02
Anderson Pate;739495534;2000-01-23
Ruthie Hensley;290411787;1973-01-30
Rowland Hunter;771848199;1981-08-14
Goldie Bolton;905165019;1917-10-13
Sylvia Dorsey;198537874;1956-11-04
Berger Chavez;122428025;1958-03-18
Sherry Howe;859165754;1973-02-28
Haley Sims;771549902;1939-05-12
Armstrong Sawyer;985958534;1997-04-26
Michael Ortega;567132537;1951-05-05
Price Campos;913960758;1977-05-28
Payne Bradley;927398796;1960-12-25
Manning Huber;767339529;1949-03-31
Ida Huffman;744502352;1985-01-31
Byers Rowland;162808494;1984-12-18
Fitzpatrick Gregory;2334417;1962-12-12
Morrison Wolfe;877870646;1915-07-15
Sheryl Rosales;359239221;1940-06-26
Velazquez Rush;490424005;1975-05-31
Christy Leach;332023334;1955-07-05
Lauren Tyson;118487316;1919-10-01
Lois Watson;961408999;1934-04-09
Banks Craft;830236716;2005-06-18
Roseann Webb;608279695;2007-11-30
Jeanne Mcgee;614534330;1925-07-23
Byrd Williamson;115540799;1928-12-24
Robert Newman;472147585;1943-05-21
Hall Mueller;300678634;1971-02-03
Betty Cameron;577957569;2013-06-02
Concepcion Garner;870961977;2000-02-27
Lottie Zamora;138125650;1917-02-09
Shepard Orr;138866110;1945-12-04
Lizzie Dickerson;686203328;2002-06-08
Vilma Faulkner;637896262;1986-07-26
Mckinney Barnes;932239394;1932-11-04
Kelly Stanton;95588349;1965-12-12
Brennan Rogers;693152554;1989-10-21
Fry Bean;423223067;1980-10-24
Pamela Mcpherson;3923807;1974-08-14
Humphrey Boone;188018277;1966-04-17
Milagros Leblanc;705532779;1943-05-30
Gayle Baird;538985406;1947-06-30
Best Martin;951960140;1987-02-18
Hodges Noel;19230738;1989-08-02
Kerri Cherry;380535336;1977-08-09
Odessa Carson;198941374;1936-09-02
Hoffman Cook;699388705;1966-06-04
Sharon Douglas;294670090;1986-08-13
Brooks Hickman;72218350;2004-01-15
Kara Maxwell;980681688;1943-06-11
Ruiz Rosa;655587805;1987-03-21
Gwen Graves;589965295;1922-11-08
Margery Moses;705698719;1925-01-07
Moon White;909280408;1967-11-15
Kirsten Abbott;641833763;2001-10-18
Nielsen Hudson;393677198;1948-05-09
Robinson Bryant;872926555;2009-11-25
Peterson Rosario;886710879;1975-10-04
Kerr Shepherd;92206712;1956-11-19
Rosetta Reeves;927911518;1963-07-02
Richards Ferrell;321995228;1919-03-18
Kristie Sosa;426141676;1995-11-06
Therese Head;603925916;1964-08-27
Carver Rodriquez;444998417;1940-02-29
Susan Prince;676268880;1990-08-10
Sally Mcmillan;52729063;1982-03-22
Rodriquez Lucas;925686344;1956-11-13
Vicky Villarreal;594625595;1952-01-30
Rose Kane;837705757;1928-06-02
Josie Walls;394443043;1953-10-02
Nichols Herman;938724103;1965-09-18
Vang Hendricks;110516811;1927-01-17
Cross Bradshaw;110221912;1940-06-08
Jennie Solomon;843003485;1954-11-15
Trevino Mooney;154164354;1937-08-22
Brock Bowman;385371277;2012-02-22
Jennifer Albert;651374273;1975-09-28
Richard Franco;747960492;2005-08-31
Peters Carey;654498225;1998-07-04
Annie Delaney;598321877;2002-08-01
Gentry Fuentes;389245631;1980-05-02
Stacy Gibson;412130129;1994-09-04
Aurelia Barnett;309199041;1946-01-17
Alicia Smith;820831103;1941-05-03
Becker Welch;18985527;1956-03-30
Olson Elliott;676192248;1933-06-17
Cindy Jimenez;427918658;1966-05-17
Elaine Mckinney;50723761;1980-06-01
Maritza Ward;187802682;1993-10-27
Howard Winters;619071214;2011-06-07
Edna Booker;870605741;1992-05-30
Cassie Park;333153832;1979-04-26
Crystal Joyce;390513620;1954-07-31
Katie Berg;853953303;1994-07-21
Morgan Chambers;900655921;1956-10-07
Delores Martinez;86520507;2001-08-13
Oliver Gray;507430469;1960-12-06
Pat Robertson;88446576;1916-08-24
Rene Sears;843842287;1922-08-10
Marcia Cruz;388084349;1933-06-07
Wanda Jackson;291818438;1920-05-20
Hendricks Norman;995859314;2009-12-03
Mills Lang;846480456;1955-06-12
Oconnor Norris;382489617;2012-03-16
Marisol Gomez;449968687;2012-01-11
Hart Wooten;83662277;1967-02-16
Avery Hawkins;721858108;1968-09-12
Newman Griffin;49772137;1946-03-15
Hanson Holden;271717367;2014-03-19
Deirdre Conway;39908429;1947-07-09
Oneal Knowles;45802440;1940-01-26
Jefferson Meyer;403724909;1939-05-25
Maggie Arnold;39594662;1957-07-10
Grace Kaufman;139910096;1930-01-12
Paige Patrick;298372120;1943-02-23
Estela Hunt;721904316;1936-03-05
Mitzi Hansen;701309747;1924-06-19
Rivera Morris;517819402;1924-11-21
Shields Houston;961041318;2001-06-20
Melisa Barton;658489897;1990-02-28
Freda Sandoval;501768663;1998-07-05
Connie Morrison;630321679;1916-09-11
Carrillo Roth;42793970;1927-02-22
Beverly Cunningham;73859470;1933-01-30
Dejesus Walsh;448081198;1936-03-19
Jessica Forbes;930435010;2010-05-30
Luisa Cochran;557865051;1963-11-05
Bessie Grant;100708408;2015-01-11
Vonda Molina;652241676;1994-11-29
Ophelia Mcfarland;705810561;1986-06-16
Bolton Peters;5253641;1962-06-17
Arlene Foley;382828174;2009-07-01
Smith Santos;699565340;1976-08-25
Ramona Ruiz;172348830;1923-11-24
Katharine Melton;844988738;1924-03-07
Prince Yates;544664190;1942-09-13
Letha Figueroa;291927860;1958-01-18
Wynn Byrd;286986178;2000-12-12
Hurley Schultz;464054190;1926-08-25
Benita Eaton;806296572;1954-03-27
Candace Heath;471990238;1974-12-29
Angelina Vasquez;322564480;1977-11-17
Velasquez Justice;994672748;1916-05-25
Juliette Booth;223729862;1975-03-01
Lacey Gill;765894336;2004-11-15
Terra Wade;45372764;1918-04-11
Blake Owens;782512500;1986-09-18
Hubbard Rose;314938761;1971-09-12
Snow Mcdaniel;571186865;1938-07-20
Goodwin Wilson;364245606;1968-05-11
Farmer Osborn;116309748;1968-09-08
Warner Johnston;849596908;1967-01-14
Mae Snow;90370031;1960-02-05
Griffith Bailey;556817541;1931-10-30
Alston Tran;187802876;1925-05-27
Wood Robbins;288614446;1970-05-20
Rae Goff;42686757;1994-06-26
Clarice Robles;630265229;1938-04-04
Daisy Montoya;29341021;1923-12-20
Douglas Valenzuela;809527390;1969-07-06
Bridget English;289526738;1931-08-16
Mckee Mason;61021145;1985-01-24
Adams Murray;436668323;2013-05-29
Ashlee Dotson;25617734;1990-06-23
Lynch Weiss;379186706;1963-06-03
Sweeney Skinner;43913256;1978-01-05
Cannon Nash;629791572;1937-06-26
Savage Macias;357198798;1995-08-30
Langley Rowe;860033976;1969-12-03
Cecilia Saunders;504974064;1940-02-23
Fox Hughes;588714339;1949-09-01
Parks Benson;651973077;1991-11-10
Violet Dennis;23207122;1980-02-16
Stevenson Wise;454770463;1999-08-16
Combs Phelps;682563774;1958-05-15
Wilma Talley;928962815;1924-05-25
Bertha Mcneil;502440540;1984-10-11
Roslyn Glover;816532981;1982-05-24
Clare Morin;342250174;2011-04-22
Susanne Waller;187224721;1983-01-20
Adkins Horn;929222222;1955-06-08
Carmen Chapman;638807844;1939-03-30
Harris Woodard;131679766;1969-10-29
Glover Snyder;955189395;1979-04-10
Doris Ashley;525684716;2004-07-05
Finch Farley;577820217;1956-07-11
Robyn Stephenson;654292134;1973-06-04
Lynn Atkins;750215676;1978-01-26
Patton Roberts;228788518;1951-07-31
Park Atkinson;758819539;1957-09-29
Coleen Oneill;270512140;1952-11-17
Doreen Witt;780216902;2016-03-05
Glenda Whitfield;582685829;1976-09-20
Rosemary Mccall;540179902;2001-01-29
Dana Good;610194153;1990-12-08
Kaitlin Mckee;167602030;2002-04-25
Anita Mccullough;256049720;1923-03-20
Leah Banks;353948429;1929-12-24
Liz Marks;362692897;1981-06-21
Eugenia Suarez;571679987;1929-04-29
Thornton Hutchinson;631019073;1954-12-30
Chandler Gross;663874866;2012-07-16
Hutchinson Luna;751620111;1964-07-26
Sanchez Stanley;461699093;1988-11-21
Wells Briggs;482844939;1934-05-27
Dionne Delgado;160712421;1969-01-08
Tanner Greene;547640468;1970-09-20
Todd Koch;334835367;1966-06-22
Simon Calderon;276326505;1921-04-07
Rosales Deleon;613157397;1951-04-07
Kennedy Barr;335222949;2013-10-13
Clarissa William;983105226;1938-04-24
Deidre Farrell;123497717;1961-12-28
Henry Haney;328590626;2010-07-07
Althea Michael;127094648;1941-09-29
Barry Diaz;403957676;1972-01-17
Patrica Huff;897565863;1936-05-16
Bernice Ramos;891397576;1988-10-29
Dotson Lopez;229845425;1945-09-11
Annabelle Fisher;169799590;1929-11-16
Barlow Fitzgerald;443213053;1940-01-08
Lily Bentley;835277456;1950-04-04
Grimes West;566899301;1970-07-09
Hallie Bauer;33325621;1943-07-30
Woodard Cooper;212650240;1919-03-13
Mcbride Stevens;52603010;1926-12-14
Anastasia Guzman;423707321;1988-04-17
Whitney Alvarez;182259604;2003-04-17
Blackwell Stout;51460042;2016-03-25
Vargas Hess;162563628;1929-08-01
Contreras Richard;811322690;1924-09-29
Pacheco Rice;954769963;1958-04-06
Dominguez Joseph;174280529;1999-12-25
Hobbs Best;665313193;1975-11-19
Waller Allen;351493771;1917-09-08
Knight Weber;918794742;1954-06-10
Marla Harding;697167237;2004-08-19
Conner Shepard;536452490;1983-06-11
Mallory Wood;740255273;1928-02-15
Emma Christian;32404436;1981-11-03
Cabrera Bowers;365022981;1988-11-01
Moran Snider;976302476;1942-11-13
